Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - Airfoil Chamber
appliedenergistics2:facade:0, 线缆伪装板 - Advanced Airfoil Chamber
appliedenergistics2:facade:0, 线缆伪装板 - Adobe Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Reinforced Adobe Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Food-Safe Bismuth Bronze Casing
appliedenergistics2:facade:0, 线缆伪装板 - Banana Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Orange Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Mango Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Apricot Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Lemon Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Lime Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Olive Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Rainbowwood Leaves
appliedenergistics2:facade:0, 线缆伪装板 - Banana Pseudostem
appliedenergistics2:facade:0, 线缆伪装板 - Orange Wood
appliedenergistics2:facade:0, 线缆伪装板 - Mango Wood
appliedenergistics2:facade:0, 线缆伪装板 - Apricot Wood
appliedenergistics2:facade:0, 线缆伪装板 - Lemon Wood
appliedenergistics2:facade:0, 线缆伪装板 - Lime Wood
appliedenergistics2:facade:0, 线缆伪装板 - Olive Wood
appliedenergistics2:facade:0, 线缆伪装板 - Rainbowwood Wood
appliedenergistics2:facade:0, 线缆伪装板 - Banana Planks
appliedenergistics2:facade:0, 线缆伪装板 - Orange Planks
appliedenergistics2:facade:0, 线缆伪装板 - Mango Planks
appliedenergistics2:facade:0, 线缆伪装板 - Apricot Planks
appliedenergistics2:facade:0, 线缆伪装板 - Lemon Planks
appliedenergistics2:facade:0, 线缆伪装板 - Lime Planks
appliedenergistics2:facade:0, 线缆伪装板 - Olive Planks
appliedenergistics2:facade:0, 线缆伪装板 - Rainbowwood Planks
appliedenergistics2:facade:0, 线缆伪装板 - Centennial Trophy
appliedenergistics2:facade:0, 线缆伪装板 - 心之水晶矿石
appliedenergistics2:facade:0, 线缆伪装板 - Snad
appliedenergistics2:facade:0, 线缆伪装板 - Red Snad
appliedenergistics2:facade:0, 线缆伪装板 - Block of Charcoal
appliedenergistics2:facade:0, 线缆伪装板 - Block of Steel
appliedenergistics2:facade:0, 线缆伪装板 - 红石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 青金石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 钻石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 煤晶块
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 铁晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能红石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能青金石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能钻石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能煤晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能绿宝石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能铁晶块
appliedenergistics2:facade:0, 线缆伪装板 - 装饰用绿色石英方块
appliedenergistics2:facade:0, 线缆伪装板 - 装饰用石英
appliedenergistics2:facade:0, 线缆伪装板 - 白色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 橙色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 品红灯具
appliedenergistics2:facade:0, 线缆伪装板 - 浅蓝色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 黄色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 粉色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 灰色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 浅灰色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 青色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 紫色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 棕色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 绿色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 红色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 黑色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 白色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 橙色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 品红灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 浅蓝色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 黄色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 粉色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 灰色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 浅灰色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 青色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 紫色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 棕色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 绿色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 红色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 黑色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 灯具控制器
appliedenergistics2:facade:0, 线缆伪装板 - 藏宝箱
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英柱
appliedenergistics2:facade:0, 线缆伪装板 - 錾制焦黑石英
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英块
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英矿
appliedenergistics2:facade:0, 线缆伪装板 - 木制外壳
appliedenergistics2:facade:0, 线缆伪装板 - 木炭块
appliedenergistics2:facade:0, 线缆伪装板 - 末影珍珠块
appliedenergistics2:facade:0, 线缆伪装板 - 岩浆工厂外墙
appliedenergistics2:facade:0, 线缆伪装板 - 末影外壳
appliedenergistics2:facade:0, 线缆伪装板 - 铁制外壳
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 黎明石块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 方镁矾砖块
appliedenergistics2:facade:0, 线缆伪装板 - 灰石
appliedenergistics2:facade:0, 线缆伪装板 - 灰石砖
appliedenergistics2:facade:0, 线缆伪装板 - 灰石瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代镶边砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代瓦块
appliedenergistics2:facade:0, 线缆伪装板 - 古代灯笼
appliedenergistics2:facade:0, 线缆伪装板 - 石英矿
appliedenergistics2:facade:0, 线缆伪装板 - 密封板
appliedenergistics2:facade:0, 线缆伪装板 - 加固密封板
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - Litherite
appliedenergistics2:facade:0, 线缆伪装板 - Litherite Paver
appliedenergistics2:facade:0, 线缆伪装板 - Litherite Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Litherite Tiles
appliedenergistics2:facade:0, 线缆伪装板 - Erodium
appliedenergistics2:facade:0, 线缆伪装板 - Erodium Paver
appliedenergistics2:facade:0, 线缆伪装板 - Erodium Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Erodium Tiles
appliedenergistics2:facade:0, 线缆伪装板 - Kyronite
appliedenergistics2:facade:0, 线缆伪装板 - Kyronite Paver
appliedenergistics2:facade:0, 线缆伪装板 - Kyronite Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Kyronite Tiles
appliedenergistics2:facade:0, 线缆伪装板 - Pladium
appliedenergistics2:facade:0, 线缆伪装板 - Pladium Paver
appliedenergistics2:facade:0, 线缆伪装板 - Pladium Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Pladium Tiles
appliedenergistics2:facade:0, 线缆伪装板 - Ionite
appliedenergistics2:facade:0, 线缆伪装板 - Ionite Paver
appliedenergistics2:facade:0, 线缆伪装板 - Ionite Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Ionite Tiles
appliedenergistics2:facade:0, 线缆伪装板 - Aethium
appliedenergistics2:facade:0, 线缆伪装板 - Aethium Paver
appliedenergistics2:facade:0, 线缆伪装板 - Aethium Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Aethium Tiles
appliedenergistics2:facade:0, 线缆伪装板 - Lonsdaleite
appliedenergistics2:facade:0, 线缆伪装板 - Lonsdaleite Paver
appliedenergistics2:facade:0, 线缆伪装板 - Lonsdaleite Bricks
appliedenergistics2:facade:0, 线缆伪装板 - Lonsdaleite Tiles
appliedenergistics2:facade:0, 线缆伪装板 - 云母
appliedenergistics2:facade:0, 线缆伪装板 - 互联方块
appliedenergistics2:facade:0, 线缆伪装板 - 粉色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 飞龙金属块
appliedenergistics2:facade:0, 线缆伪装板 - 神龙金属块
appliedenergistics2:facade:0, 线缆伪装板 - 混沌金属块
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔源质金属块
appliedenergistics2:facade:0, 线缆伪装板 - 元金块
appliedenergistics2:facade:0, 线缆伪装板 - 束缚金属块
appliedenergistics2:facade:0, 线缆伪装板 - 感知金属块
appliedenergistics2:facade:0, 线缆伪装板 - 能量金属块
appliedenergistics2:facade:0, 线缆伪装板 - UU金属块
appliedenergistics2:facade:0, 线缆伪装板 - 肉桂木
appliedenergistics2:facade:0, 线缆伪装板 - 枫木
appliedenergistics2:facade:0, 线缆伪装板 - 白千层木
appliedenergistics2:facade:0, 线缆伪装板 - 水井
appliedenergistics2:facade:0, 线缆伪装板 - 蜂窝
appliedenergistics2:facade:0, 线缆伪装板 - 蜂蜜块
appliedenergistics2:facade:0, 线缆伪装板 - 蜂巢块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩蜡块
appliedenergistics2:facade:0, 线缆伪装板 - 蜡蜂巢块
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔结晶块
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 浅蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 柠檬色
appliedenergistics2:paint_ball:6, 染色球 - 粉色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 浅灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 浅蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 柠檬色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 浅灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:58, 样板扩展卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 浅蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 柠檬色
appliedenergistics2:part:26, ME包层线缆 - 粉色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 浅灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - Fluix默认色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 浅蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 柠檬色
appliedenergistics2:part:506, ME致密包层线缆 - 粉色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 浅灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - Fluix默认色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 浅蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 柠檬色
appliedenergistics2:part:66, ME致密线缆 - 粉色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 浅灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - Fluix默认色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 浅蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 柠檬色
appliedenergistics2:part:6, ME玻璃线缆 - 粉色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 浅灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - Fluix默认色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 浅蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 柠檬色
appliedenergistics2:part:46, ME智能线缆 - 粉色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 浅灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - Fluix默认色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:341, ME增广处理样板终端
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体储存总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:521, ME接口配置终端
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:222, ME矿典存储总线
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:470, P2P通道 - GTEU
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
baubles:ring:0, 矿工指环
alchemistry:electrolyzer, 电解机
alchemistry:chemical_dissolver, 化学溶解机
alchemistry:chemical_combiner, 化学化合机
alchemistry:evaporator, 蒸发皿
alchemistry:atomizer, 雾化器
alchemistry:liquifier, 液化器
alchemistry:fission_casing, 裂变仓壁
alchemistry:fission_core, 裂变仓核心
alchemistry:fission_controller, 裂变仓控制器
alchemistry:fusion_casing, 聚变仓壁
alchemistry:fusion_core, 聚变仓核心
alchemistry:fusion_controller, 聚变仓控制器
alchemistry:neon_light, 氖灯
alchemistry:helium_light, 氦灯
alchemistry:argon_light, 氩灯
alchemistry:krypton_light, 氪灯
alchemistry:xenon_light, 氙灯
alchemistry:wet_sand, 湿润的沙子
alchemistry:milk, MILK
alchemistry:mineral_salt, 岩盐
alchemistry:condensed_milk, 炼乳
alchemistry:fertilizer, 肥料
alchemistry:obsidian_breaker, 黑曜石粉碎杖
alchemistry:slot_filler, 占位板
alchemistry:element:1, 氢
alchemistry:element:2, 氦
alchemistry:element:3, 锂
alchemistry:element:4, 铍
alchemistry:element:5, 硼
alchemistry:element:6, 碳
alchemistry:element:7, 氮
alchemistry:element:8, 氧
alchemistry:element:9, 氟
alchemistry:element:10, 氖
alchemistry:element:11, 钠
alchemistry:element:12, 镁
alchemistry:element:13, 铝
alchemistry:element:14, 硅
alchemistry:element:15, 磷
alchemistry:element:16, 硫
alchemistry:element:17, 氯
alchemistry:element:18, 氩
alchemistry:element:19, 钾
alchemistry:element:20, 钙
alchemistry:element:21, 钪
alchemistry:element:22, 钛
alchemistry:element:23, 钒
alchemistry:element:24, 铬
alchemistry:element:25, 锰
alchemistry:element:26, 铁
alchemistry:element:27, 钴
alchemistry:element:28, 镍
alchemistry:element:29, 铜
alchemistry:element:30, 锌
alchemistry:element:31, 镓
alchemistry:element:32, 锗
alchemistry:element:33, 砷
alchemistry:element:34, 硒
alchemistry:element:35, 溴
alchemistry:element:36, 氪
alchemistry:element:37, 铷
alchemistry:element:38, 锶
alchemistry:element:39, 钇
alchemistry:element:40, 锆
alchemistry:element:41, 铌
alchemistry:element:42, 钼
alchemistry:element:43, 锝
alchemistry:element:44, 钌
alchemistry:element:45, 铑
alchemistry:element:46, 钯
alchemistry:element:47, 银
alchemistry:element:48, 镉
alchemistry:element:49, 铟
alchemistry:element:50, 锡
alchemistry:element:51, 锑
alchemistry:element:52, 碲
alchemistry:element:53, 碘
alchemistry:element:54, 氙
alchemistry:element:55, 铯
alchemistry:element:56, 钡
alchemistry:element:57, 镧
alchemistry:element:58, 铈
alchemistry:element:59, 镨
alchemistry:element:60, 钕
alchemistry:element:61, 钷
alchemistry:element:62, 钐
alchemistry:element:63, 铕
alchemistry:element:64, 钆
alchemistry:element:65, 铽
alchemistry:element:66, 镝
alchemistry:element:67, 钬
alchemistry:element:68, 铒
alchemistry:element:69, 铥
alchemistry:element:70, 镱
alchemistry:element:71, 镥
alchemistry:element:72, 铪
alchemistry:element:73, 钽
alchemistry:element:74, 钨
alchemistry:element:75, 铼
alchemistry:element:76, 锇
alchemistry:element:77, 铱
alchemistry:element:78, 铂
alchemistry:element:79, 金
alchemistry:element:80, 汞
alchemistry:element:81, 铊
alchemistry:element:82, 铅
alchemistry:element:83, 铋
alchemistry:element:84, 钋
alchemistry:element:85, 砹
alchemistry:element:86, 氡
alchemistry:element:87, 钫
alchemistry:element:88, 镭
alchemistry:element:89, 锕
alchemistry:element:90, 钍
alchemistry:element:91, 镤
alchemistry:element:92, 铀
alchemistry:element:93, 镎
alchemistry:element:94, 钚
alchemistry:element:95, 镅
alchemistry:element:96, 锔
alchemistry:element:97, 锫
alchemistry:element:98, 锎
alchemistry:element:99, 锿
alchemistry:element:100, 镄
alchemistry:element:101, 钔
alchemistry:element:102, 锘
alchemistry:element:103, 铹
alchemistry:element:104, Rf
alchemistry:element:105, Db
alchemistry:element:106, Sg
alchemistry:element:107, Bh
alchemistry:element:108, Hs
alchemistry:element:109, Mt
alchemistry:element:110, Ds
alchemistry:element:111, Rg
alchemistry:element:112, Cn
alchemistry:element:113, Nh
alchemistry:element:114, Fl
alchemistry:element:115, Mc
alchemistry:element:116, Lv
alchemistry:element:117, Ts
alchemistry:element:118, Og
alchemistry:compound:0, 纤维素
alchemistry:compound:1, 二氧化硅
alchemistry:compound:2, 硝酸钾
alchemistry:compound:3, 氧化铝
alchemistry:compound:4, 氧化镁
alchemistry:compound:5, 氯化钾
alchemistry:compound:6, 氯化钠
alchemistry:compound:7, 水
alchemistry:compound:8, 高岭石
alchemistry:compound:9, 蛋白质
alchemistry:compound:10, 氧化铁
alchemistry:compound:11, 蔗糖
alchemistry:compound:12, 碳酸盐
alchemistry:compound:13, 碳酸钙
alchemistry:compound:14, 磷酸根
alchemistry:compound:15, 氢氧根
alchemistry:compound:16, 羟磷灰石
alchemistry:compound:17, 碳酸锶
alchemistry:compound:18, 绿柱石
alchemistry:compound:19, 淀粉
alchemistry:compound:20, 葫芦素
alchemistry:compound:21, 裸头草碱
alchemistry:compound:22, 氧化锌
alchemistry:compound:23, 铝酸钴
alchemistry:compound:24, 甘油三酸酯
alchemistry:compound:25, 碘化铅
alchemistry:compound:26, 乙醇
alchemistry:compound:27, 酰胺
alchemistry:compound:28, 尿素
alchemistry:compound:29, 铵
